icsd_ids,formula,material_id,nelements,nsites
50831,Ba3Ni1Ru2O9,mp-22363,4,30
50837,K1Nd3Te8,mp-669359,3,48
50842,Ca2B1N2F1,mp-10233,4,24
50843,Sr2B1N2F1,mp-10234,4,24
181916,V3N2O8,mp-1194363,3,26
181929,Cd1Sb2O6,mp-8922,3,9
181935,Ce2Mn2Se2O3,mp-1078566,4,9
181937,Pr2Mn2Se2O3,mp-1078664,4,9
50875,Ba1B1P1O5,mp-15840,4,24
181952,B1C7,mp-1078935,2,8
181985,Ba1Al4Se7,mp-1191234,3,24
50921,Ba3V2P3O15,mp-558477,4,92
50926,K1Mg1P1O4,mp-558795,4,56
50927,Tl1B5O8,mp-680122,3,112
182001,Mn1Re1Pb2O6,mp-1084762,4,10
50933,K2In1P2Se8,mp-581517,4,52
50934,Rb3Sn1P3Se11,mp-570167,4,72
50935,Sm3Nb1Se3O4,mp-555559,4,44
50936,Nd1Mo6O12,mp-558827,3,38
50938,Cd4P2Cl3,mp-29746,3,72
182011,Tc2N1,mp-1019316,2,6
50939,Ca2V1Bi1O6,mp-554381,4,20
182010,Tc3N1,mp-1017987,2,4
50944,Ta4Mn11O21,mp-29747,3,72
50945,Sn1P2Pb1O8,mp-22821,4,48
50957,Li9Al3P8O29,mp-560209,4,98
50958,Li9Fe3P8O29,mp-554093,4,98
50959,Rb2Cd1P2Se6,mp-541897,4,22
50960,K2Hg1P2Se6,mp-568855,4,44
50963,La1Mo5O8,mp-3911,3,56
182037,Gd2Si4C1N6,mp-1205044,4,52
182042,La21Mn8Bi7C12,mp-1200955,4,48
182044,La21Mn8Sb7C12,mp-1203312,4,48
182045,La21Mn8Sn7C12,mp-1201735,4,48
182046,Sr1C1N2,mp-9167,3,16
50976,Ce1Al2Ge2,mp-7101,3,5
50977,Ce2Al3Ge4,mp-18232,3,18
182050,Eu1Cu2Sn2,mp-1069357,3,5
50979,Mg1V2O5,mp-19003,3,16
50987,Te1Pd1I1,mp-29748,3,12
50990,Sc1Ni1P1,mp-10240,3,12
182066,Ca3V2Si3O12,mp-1163934,4,80
182085,Ca4As3H9O16,mp-1199574,4,128
51014,Mn1Re2O8,mp-627380,3,44
51015,Co1Re2O8,mp-550479,3,22
51016,Re2Ni1O8,mp-32311,3,44
51017,Zn1Re2O8,mp-10326,3,11
182092,B4W1,mp-29651,2,20
182093,Re1B4,mp-1190213,2,20
182094,Ta1B4,mp-1189303,2,20
51023,Re2Sb1O6,mp-15910,3,18
182096,Tc1B4,mp-1105617,2,20
182097,B4Os1,mp-1188147,2,20
51028,Sr2Nb1N3,mp-17701,3,24
182102,Sr1Cu2Sn2,mp-1068891,3,5
182103,Sr3Cu8Sn4,mp-1192625,3,30
182104,Sr1Cu4Sn2,mp-1104488,3,14
182105,Sr1Cu9Sn4,mp-1192662,3,28
182106,Ba1Cu9Sn4,mp-1192715,3,28
182114,U1Al10Ru2,mp-1193796,3,26
51048,Zr3Te1,mp-1793,2,16
51052,Sr3Sm1Rh1O6,mp-17829,4,22
51053,Sr3Eu1Rh1O6,mp-505615,4,22
51054,Sr3Tb1Rh1O6,mp-18705,4,22
51055,Sr3Dy1Rh1O6,mp-18651,4,22
51056,Sr3Ho1Rh1O6,mp-18652,4,22
51057,Sr3Er1Rh1O6,mp-17149,4,22
51058,Sr3Yb1Rh1O6,mp-18134,4,22
51072,Rb2Mo1As2O9,mp-555873,4,28
182148,Y1V6Sn6,mp-1104337,3,13
51083,Be1Ag1P1O4,mp-15919,4,84
182155,Yb3Si11Pt23,mp-1195477,3,74
182156,Sr1Eu2Al2O7,mp-983228,4,12
182158,Na1As1,mp-1188662,2,16
182161,Na1As2,mp-1077399,2,6
182162,Na3As1,mp-1136,2,8
182165,Na5As4,mp-1080834,2,9
51099,Ti1P2H2O8,mp-1195807,4,52
51101,Ta3S1Br7,mp-31015,3,11
51105,Ba5Pt2O9,mp-29787,3,48
51111,K4Zr6C1Br18,mp-627575,4,29
51112,Na3Nb1S4,mp-1196173,3,64
51114,Rb3Nb1S4,mp-3719,3,32
51115,Rb3Ta1S4,mp-17220,3,32
51120,Rb3Sc2As3O12,mp-1205185,4,320
51123,La1Cr1S3,mp-10328,3,20
51125,K1Tb3F12,mp-29788,3,16
51126,Eu1Cl3O12,mp-627640,3,32
51127,Lu1Cl3O12,mp-29789,3,32
182203,Tb5Sb3,mp-16230,2,16
51136,Sr3Y1Rh1O6,mp-18498,4,22
51137,Sr3Sc1Rh1O6,mp-18247,4,22
51138,Sr3In1Rh1O6,mp-669389,4,22
51139,Ta5Au1S1,mp-669370,3,28
51140,Gd3B2O6F3,mp-669375,4,28
51141,U3Te5,mp-29790,2,32
182221,Li1S1,mp-32641,2,2
182222,Na1S1,mp-1058171,2,2
182223,K1S1,mp-1058119,2,2
182224,Sr1Mn2V2O8,mp-1194563,4,52
51168,Rb2Cd1Cl4,mp-29873,3,7
51180,Sm1Ti1O3,mp-22416,3,20
182261,Li9V3P8O29,mp-27013,4,98
51198,La2Co2O5,mp-505669,3,36
51202,Ca1Nb1O3,mp-4957,3,20
182283,Na2Ca3Si6O16,mp-558087,4,54
51215,O7Mn2Sr3,mp-19070,3,12
182288,Sr3Co2O6,mp-1192011,3,22
51235,Tl2Au4S3,mp-29898,3,18
182310,U1Cu1P1O1,mp-20370,4,8
182311,Th1Cu1P1O1,mp-1087483,4,8
182315,Os1Se2Br12,mp-1104676,3,15
51248,Ti45Se16,mp-1198191,2,61
182323,Na1V1O2,mp-19391,3,16
51258,Ta1P1N1Cl7,mp-570489,4,40
51259,Na1Sr3Sb1O6,mp-10461,4,22
51260,Dy2Te1,mp-505682,2,36
182333,Rb4V2S4O19,mp-1198857,4,58
51264,K3W1F6,mp-555403,3,10
182349,Ta2B1N3,mp-972309,3,6
182350,Ta2C1N3,mp-979265,3,6
182351,Ta1N2,mp-1019271,2,6
182352,Ta2N3O1,mp-1019262,3,6
182353,Ta2N3F1,mp-1019281,3,6
51282,Ba1Cu2Ge2O7,mp-542101,4,48
182354,Lu3Al5O12,mp-14132,3,80
182363,Ge1C1,mp-1002164,2,2
182365,Sn1C1,mp-1009820,2,2
182367,Mg1Si1As2,mp-1016197,3,8
182368,Mg1Ge1As2,mp-1016200,3,8
182369,Mg1Ge1P2,mp-34903,3,8
51304,K1B6H6O6,mp-867237,4,76
51306,Cs1B6H8O7,mp-707883,4,88
51311,Ca4Nb2O9,mp-31016,3,60
51314,Li1Al1B2O5,mp-557104,4,36
51317,Co3B1P1O7,mp-562300,4,24
427026,Sc5Ir1Cl9,mp-1203297,3,120
182404,Er6Mn1Te2,mp-1078859,3,9
427028,Sc5Ru1Cl9,mp-1199442,3,120
182406,Ho6Fe1Bi2,mp-30328,3,9
182405,Zr6Cu1Bi2,mp-1078729,3,9
427029,Y4Ru1Br5,mp-1196369,3,80
182411,Ho6Mn1Te2,mp-1079239,3,9
51339,La8Cu7O19,mp-1181551,3,68
427030,Y5Ru1Br9,mp-1198882,3,120
182419,Gd1Sc1Si1,mp-22480,3,6
182435,Mn3Te1O6,mp-18795,3,20
51371,Np5Ge4,mp-505692,2,18
51372,Np5Ge3,mp-542019,2,16
51396,Rb3P6N11,mp-16107,3,80
51397,Cs3P6N11,mp-16108,3,80
182477,Ce1Mg1Sn1,mp-1095568,3,12
182478,Pr1Mg1Sn1,mp-1102281,3,12
51407,Ba5Os3N1O18,mp-628618,4,54
182480,Nd1Mg1Sn1,mp-1077034,3,6
182481,Tb1Mg1Sn1,mp-1071468,3,6
182482,Ti1Ni1Sb1,mp-20952,3,3
182483,V1Ni1Sb1,mp-505599,3,3
182484,Cr1Ni1Sb1,mp-1018161,3,3
51417,Te5Pb1O11,mp-1203659,3,68
51432,Mg2Ge1B2Rh5,mp-505693,4,20
51434,Sc3B2Rh5,mp-542020,3,20
51435,Sc2Cr1B2Rh5,mp-542021,4,20
51436,Sc2Mn1B2Rh5,mp-542022,4,20
51437,Sc2Fe1B2Rh5,mp-542023,4,20
51438,Sc2Ga1B2Rh5,mp-542024,4,20
51442,Li2Yb5B3O13,mp-555910,4,46
51446,Li8Al3Si5,mp-30134,3,16
51459,La6Ti3Se9O5,mp-680312,4,46
51464,Ca2Mn1Ga1O5,mp-630403,4,36
51472,Ba1V13O18,mp-510249,3,32
51476,Sm3Ti3Se2O8,mp-18082,4,32
182550,Ba8Cu1Si16,mp-1192107,3,25
51479,Ba2V1Si2O8,mp-19179,4,26
51482,V1Hg4P2O9,mp-555798,4,64
182555,Mg1U1Pb2O6,mp-1189016,4,20
51484,Ce2Sb1S5Br1,mp-629511,4,36
182557,U1Cd1Pb2O6,mp-972600,4,20
51486,La2Sb1S5Br1,mp-1202647,4,36
51490,Mg3P2O12,mp-867981,3,68
51492,K1Te2O9,mp-1195914,3,48
51493,Fe1Pb2C6N6,mp-21239,4,15
51494,Fe1Sn2C6N6,mp-21231,4,15
182569,Sr2Mg1Re1O6,mp-1078868,4,10
51498,Ag2Pd1O2,mp-5495,3,5
51501,Cs2Np1S2O10,mp-573103,4,60
182574,Ba3Mg1Ge1N4,mp-1019521,4,36
51505,F6Ag1Sn1,mp-10809,3,8
51506,F6Ti1Ag1,mp-10810,3,8
51507,Ag1Pd1F6,mp-31215,3,16
51508,Cs5Si3Ag1O9,mp-554842,4,36
182582,Ce1P1O4,mp-4136,3,24
51510,Er4Si3O11F2,mp-554009,4,40
51511,O7Mo2Hg2,mp-30136,3,22
51519,Al1N3Cl3,mp-1104358,3,14
51520,Al1N4Cl4,mp-1182975,3,18
182596,Ba1Mg1F4,mp-14568,3,12
51526,Nd3S2Cl5,mp-556023,3,40
51527,Dy3S2Cl5,mp-30157,3,40
51535,Sb1P1O2F6,mp-554701,4,20
51538,Ce4B2N5,mp-31017,3,11
51545,Ca2Ga2O5,mp-16433,3,18
51546,Sr3Ga4O9,mp-30158,3,32
182626,K1Ho1W2O8,mp-1192188,4,24
182631,Eu1Fe2P2,mp-20095,3,5
51594,Sr2Si1Cl2O3,mp-557304,4,32
182669,I1O2,mp-23170,2,24
182671,I2O5,mp-23261,2,28
182673,I1O3,mp-23315,2,16
51602,Ba1La2Fe1S5,mp-16531,4,18
182675,Zr1S2,mp-1186,2,3
51604,Ba1Pr2Fe1S5,mp-10912,4,18
182677,Hf1S2,mp-985829,2,3
51606,Ba1Sm2Fe1S5,mp-16534,4,18
182678,Hf1Se2,mp-985831,2,3
51603,Ba1Ce2Fe1S5,mp-16532,4,18
51605,Ba1Nd2Fe1S5,mp-16533,4,18
51615,Ca2Mn1W1O6,mp-19108,4,20
182698,Si2Ni3H4O9,mp-1105877,4,18
182699,Nb2N3,mp-1188869,2,20
182700,V2N3,mp-1069841,2,5
51630,Li1P1O3,mp-557189,3,100
51631,Li4P5H1O15,mp-765567,4,50
51632,Li1Mn1P3O9,mp-19492,4,56
182720,Sr1Se1,mp-2758,2,2
182740,Li2Te1,mp-2530,2,3
182741,Na2Te1,mp-2784,2,3
182742,K2Te1,mp-1747,2,3
182743,Rb2Te1,mp-441,2,3
182745,Tl2Hg3S4,mp-1188364,3,18
182746,Tl2Hg3Se4,mp-1105692,3,18
51678,Cs1Li2H3O3,mp-697181,4,18
182754,Cs2Zr1Cu3F12,mp-1201167,4,36
182766,Ce4Mg1Ru1,mp-866461,3,24
182767,Ce4Cd1Ru1,mp-1191201,3,24
182774,La3Zn4Pd4,mp-1101768,3,11
182775,La3Zn4Pt4,mp-1102613,3,11
51704,Cr3B1O6,mp-18551,3,40
182776,Eu1Ga2Sb2,mp-945228,3,20
182778,Sc1P4Rh6,mp-1102147,3,11
182779,Yb1P4Rh6,mp-1103449,3,11
51714,Sr2Cu1P2O8,mp-10950,4,13
51716,Cr2Bi6O15,mp-30205,3,46
182795,Mn2Bi3O7,mp-1190266,3,24
51726,U3P2O18,mp-867294,3,92
51750,Mo3P5Pb3O23,mp-704436,4,136
51754,Li3Al1B2O6,mp-6097,4,24
51756,Eu1Zn2Si2,mp-22133,3,5
182829,Mn2Sn1Ru1,mp-999557,3,4
182830,Mn2Si1Ru1,mp-999576,3,4
51757,Eu1Zn2Ge2,mp-19808,3,10
182832,Ce1Cd1,mp-183,2,2
182835,Y1Al2Pd5,mp-1078938,3,8
182837,K1Co2Se2,mp-4668,3,5
51768,Fe4P6O21,mp-560126,3,124
51779,Bi3Sb1O7,mp-30304,3,22
51795,Pr3Ru1O7,mp-5433,3,22
51796,Sr11Bi10,mp-30305,2,42
51797,Ba11Bi10,mp-542293,2,42
51799,Sr3Ni1Rh1O6,mp-510070,4,22
51800,Sr3Cu1Rh1O6,mp-18444,4,22
182892,La1Zn1Sb1O1,mp-12515,4,8
182894,Ce1Zn1Sb1O1,mp-22620,4,8
182895,Pr1Zn1Sb1O1,mp-975646,4,8
182896,Nd1Zn1Sb1O1,mp-12516,4,8
51842,Tb1Sb1Rh1,mp-22115,3,12
51843,Sm1Sb1Ir1,mp-11160,3,12
51844,Sm1Bi1Rh1,mp-570890,3,12
51845,Dy1Bi1Rh1,mp-30307,3,9
182921,Ta4Ga1Te4Se4,mp-1104454,4,13
51881,Ba4Mn3O10,mp-18791,3,34
51893,Na1Cu3Ru4O12,mp-22305,4,20
182966,Li2Ti6O13,mp-1190625,3,21
51895,Sr1Cu3Ru4O12,mp-636476,4,20
51901,Fe3Si1P5O19,mp-555031,4,112
51905,Tm1Cr1O4,mp-22647,3,12
51912,Sr1Ga1B1O4,mp-1197916,4,56
51926,Ba3La1Ru2O9,mp-558624,4,30
51928,Ba3Eu1Ru2O9,mp-556259,4,30
51929,Ba3Lu1Ru2O9,mp-555246,4,30
183008,Pb1Se1,mp-2201,2,2
183009,Be2C1,mp-1569,2,3
183010,Be2Si1,mp-1009829,2,3
183011,Y1S1,mp-1534,2,2
183014,Y1Se1,mp-2637,2,2
51947,K1In4,mp-22481,2,5
51948,La1In1,mp-20582,2,2
51949,La2In1,mp-20760,2,6
51951,La1In2,mp-22282,2,6
183024,Na3Mo1Cl6,mp-1106352,3,20
51956,La1In1Pt1,mp-20451,3,9
51957,La1In1Rh1,mp-568539,3,9
51959,Li1In1,mp-22460,2,4
51961,Li2In1,mp-31324,2,6
51963,Li13In3,mp-510430,2,32
183036,Mn4Si7,mp-680339,2,44
51965,Li2Mg1In1,mp-12128,3,4
51968,Lu2In1,mp-1250,2,6
51969,Lu1In3,mp-977,2,4
51971,Lu1In1Pd2,mp-12129,3,4
51974,Mg2In1,mp-31326,2,9
183047,Ga1Si1C1N1,mp-1092268,4,8
183048,In1Si1C1N1,mp-1080609,4,8
183049,Ga1Si3C3N1,mp-1079836,4,8
51978,Mg1In3,mp-20566,2,4
51982,Mg1In1Ni2,mp-19929,3,4
51984,Mn1In1Ni2,mp-22731,3,4
51993,Na1In1,mp-20628,2,4
51996,Nb3In1,mp-22060,2,8
183077,Sn1Pt1,mp-19856,2,4
52006,Ce1P1,mp-2154,2,2
183080,Ge1H4,mp-1205379,2,20
183085,La1Sb12Os4,mp-1106066,3,17
183103,Si1Ge2N4,mp-1020663,3,14
183110,Ca1Cu3Ru4O12,mp-6036,4,20
52050,Tl1Te1,mp-16223,2,16
52051,Ge8Pd21,mp-582201,2,58
52052,Ge1Pd2,mp-423,2,9
183127,Np1N1,mp-2596,2,2
52069,Rh1Se1,mp-900,2,4
183143,La2Fe2Se2O3,mp-552651,4,9
183144,Ce2Fe2Se2O3,mp-1078283,4,9
183145,Pr2Fe2Se2O3,mp-1080777,4,9
52074,Sm1Si2Rh3,mp-568555,3,6
183147,Sm2Fe2Se2O3,mp-1079176,4,9
52075,Tb1Si1Rh1,mp-1239087,3,12
52079,Y3Si3Rh1,mp-16225,3,14
52080,Y1Si2Rh3,mp-30028,3,6
183152,Lu1Fe1O3,mp-1193395,3,30
52082,Y4Si5Rh9,mp-569280,3,18
52089,Tb1Si2Ru2,mp-3678,3,5
183165,Mo1C1,mp-2746,2,2
183167,Tc1C1,mp-1009837,2,2
183177,Cd1C1,mp-1006887,2,2
52124,Ni1Ge1,mp-1099,2,8
183197,Cd1N1,mp-1008918,2,2
52126,Ge1Ir1,mp-208,2,8
183199,Rb2Mo1O4,mp-1193851,3,28
183200,Rb2W1O4,mp-18864,3,14
183201,Ag1N3,mp-571297,2,8
183216,Cr1Cu1O4,mp-504927,3,12
183217,Sc2Al1,mp-11220,2,6
183232,K1Na1Si1F6,mp-556934,4,36
52177,Ga3Ni13Ge6,mp-30029,3,66
52178,Zn6Ni7Ge2,mp-30030,3,30
52179,Zn3Ni2Ge1,mp-16227,3,24
52205,Tm1S2,mp-10633,2,6
183282,K2Ca3Si3O10,mp-1019745,4,36
183287,K1H1,mp-24084,2,2
52216,Y1S2,mp-16228,2,6
52219,Yb1S1,mp-1820,2,2
183292,Rb1H1,mp-24721,2,2
183291,Na1H1,mp-23870,2,2
183309,Y1Zn1Sn2,mp-1080779,3,8
183311,Ho1Zn1Sn2,mp-1079397,3,8
183313,Tm1Zn1Sn2,mp-1080619,3,8
52241,K1F1,mp-463,2,2
183314,Lu1Zn1Sn2,mp-1079133,3,8
183315,La1Sn1Pd1,mp-1095476,3,12
183317,Er1Ag1Sn1,mp-569724,3,6
183325,Gd2Co1Si2,mp-1080595,3,10
183333,Y1Zn1Pd1,mp-1078813,3,9
183336,Pr1Zn1Pd1,mp-12710,3,9
183337,Nd1Zn1Pd1,mp-1087517,3,9
183338,Sm1Zn1Pd1,mp-1080449,3,9
183339,Gd1Zn1Pd1,mp-1080178,3,9
183340,Tb1Zn1Pd1,mp-1079386,3,9
183341,Dy1Zn1Pd1,mp-1078837,3,9
183342,Ho1Zn1Pd1,mp-1079329,3,9
183343,Er1Zn1Pd1,mp-1079852,3,9
183344,Tm1Zn1Pd1,mp-1079471,3,9
52273,Cu1F1,mp-10634,2,2
183346,Lu1Zn1Pd1,mp-1087473,3,9
183349,Pr1In4Pd2,mp-1200326,3,70
52280,Ca1I2,mp-30031,2,3
52284,Bi1Au2,mp-570113,2,6
183358,U6Al8Fe5Si9,mp-1193401,4,28
183359,Ti2Si1C1,mp-1079908,3,8
183361,Cr2Si1C1,mp-1078494,3,8
52295,Sb2Te1Se2,mp-571550,3,5
183370,Zn1Ni3N1,mp-1069270,3,5
183371,Ni3Sn1N1,mp-1017632,3,5
183372,Cu1Ni3N1,mp-1017556,3,5
183373,Be1S1,mp-422,2,2
183374,Be1Se1,mp-1541,2,2
183375,Be1Te1,mp-252,2,2
52307,Sr1Sb2,mp-10636,2,6
52310,Ta3Sb1,mp-541,2,8
52311,Ta1Sb2,mp-11697,2,6
183385,La1Ni3Rh2,mp-1018743,3,6
183387,La1Ni2Rh3,mp-1018742,3,6
183392,Ba8Al10B12O41,mp-1019529,4,71
183393,Bi1B1Pb1O4,mp-1193553,4,28
183394,Na1Cd1As1S3,mp-1192203,4,24
183395,Na1Cd1Sb1S3,mp-1191034,4,24
183396,Al2Hg1Se4,mp-3038,3,7
52326,U1Sb1,mp-177,2,2
52337,Na1Re1O4,mp-5558,3,12
52339,Rb1Re1O4,mp-4035,3,12
52340,Rb1I1O4,mp-23450,3,12
52342,Tl1I1O4,mp-30032,3,12
52351,Ca1N2O6,mp-3142,3,36
183434,Rb5Li6B11O22,mp-1020620,4,44
52364,Co1Br2,mp-30033,2,3
183440,Ba3U2As4O19,mp-1199328,4,56
52368,Co1I2,mp-569610,2,3
183442,Ce1Bi1W2O9,mp-1204806,4,52
52369,Fe1I2,mp-571122,2,3
183446,Ca1Mo1O4,mp-19330,3,12
52380,Ag1I1O4,mp-30037,3,12
183470,In2Cu1Se4,mp-1078168,3,7
183484,Dy1Cu2,mp-1071835,2,6
183485,La2W1O6,mp-1202686,3,54
183490,Hf5Ga1Sn3,mp-1189978,3,18
183498,Fe8N1,mp-555,2,9
183499,Cd1F2,mp-241,2,3
52447,Tm1Se1,mp-2822,2,2
183524,Dy1Mg1Sn1,mp-867348,3,6
183526,Ho1Mg1Sn1,mp-977388,3,6
183529,Er1Mg1Sn1,mp-862993,3,6
183531,Tm1Mg1Sn1,mp-1072345,3,6
52463,Ta2V4Si5,mp-17806,3,22
183538,Yb1Mg1Sn1,mp-569745,3,9
52476,Si1W3,mp-570334,2,4
52479,Yb1Si1,mp-10651,2,4
52491,Sr1Te1,mp-10653,2,2
183574,Th2B1P1O8,mp-1204611,4,48
52509,V1Te1,mp-10256,2,4
52510,V3Te4,mp-1028,2,7
183581,B1H1O2,mp-1198592,3,48
183603,Ce1Sb1Pt5,mp-1104316,3,14
183626,Ce1Ag1As2,mp-672195,3,32
183626,Ce1Ag1As2,mp-985705,3,16
183629,Mn1V1Ga1Co1,mp-1190398,4,16
52558,Cs1Ag3Se2,mp-16234,3,12
183632,U1Zn20Fe2,mp-1197936,3,46
183633,U1Zn20Co2,mp-1202337,3,46
183634,U1Zn20Ru2,mp-1199869,3,46
183635,U1Zn20Rh2,mp-1198503,3,46
183636,U1Zn20Ir2,mp-1203280,3,46
183637,B2Pb4O7,mp-1203040,3,52
52567,Eu1Ag1P1,mp-20482,3,6
183639,K1Cr4O8,mp-18881,3,13
52574,Gd1Si2Ag2,mp-21287,3,5
52575,Ag3Sn2Ge3P6,mp-17568,4,28
183648,Mo1Pb1Se1O6,mp-1196979,4,36
183656,Ba4Li1Ga5Se12,mp-1197353,4,44
52586,K1Ag1Se1,mp-16236,3,6
52587,La1Si2Ag2,mp-16237,3,5
52589,Li2Ag1Sb1,mp-16238,3,4
52592,Mn3Ag1N1,mp-10666,3,5
183666,Na2Ti1O3,mp-1077081,3,6
52595,Si3Ag3Sn2P6,mp-18310,4,28
52596,Sr1Ag1P1,mp-10667,3,6
183669,Li1Ti2P3O12,mp-18640,4,36
52601,Ag1Se1,mp-379,2,2
52606,Yb1Si1Ag1,mp-16241,3,9
183679,Ce1Ga1O3,mp-1019598,3,20
183681,Cs1P2H5O8,mp-1195974,4,64
52612,Ba3Al2Ge2,mp-10669,3,7
52616,Ca3Al2Ge2,mp-10670,3,7
52617,Sr3Al2Ge2,mp-10671,3,7
52627,K2Al2Sb3,mp-17886,3,56
52628,Na2Al2Sb3,mp-30039,3,56
183705,Zn1Si1Ag2S4,mp-1189914,4,16
183707,Li1Yb4Ge4,mp-646071,3,36
183708,Sr1Cu1Te1F1,mp-1091416,4,8
183709,Sr1Ag1S1F1,mp-1078562,4,8
52638,Nd3Al1N1,mp-21910,3,5
52639,Pr3Al1N1,mp-1094072,3,5
52640,Sm3Al1N1,mp-1094052,3,5
183711,Sr1Ag1Te1F1,mp-1080438,4,8
52642,Ti3Al1N1,mp-10675,3,5
183712,Ba1Cu1S1F1,mp-1080650,4,8
183713,Ba1Ag1S1F1,mp-1086652,4,8
183714,Ba1Ag1Se1F1,mp-1079647,4,8
183722,Ba1B12H12,mp-1203559,3,50
52650,Al17Si4Pd8,mp-18663,3,58
52652,Sr3Al1Sb3,mp-17667,3,28
183725,Zn1Ge1O3,mp-1020631,3,10
52653,Sc2Al1Si2,mp-10676,3,10
52661,Ca1P1Au1,mp-10677,3,6
52662,Ca1Sb1Au1,mp-16245,3,6
52664,Eu1P1Au1,mp-22783,3,6
52667,Gd1Si2Au2,mp-22615,3,5
52668,Li2Ge1Au1,mp-2935,3,4
52670,Th1Ge2Au2,mp-16249,3,5
52673,Mn1Sb1Au1,mp-5944,3,3
52674,Au1Se1,mp-10678,2,4
52675,Sm1Si2Au2,mp-13466,3,5
52676,Th1Si2Au2,mp-16250,3,5
52681,Ba1Ca1Ge1,mp-16252,3,12
52682,Ba1Ca1Si1,mp-16253,3,12
52683,Ba1Cd1Sb2,mp-30040,3,8
52684,Ba1Cu1P1,mp-16254,3,6
52685,Ba1Cu2Sn1S4,mp-17954,4,24
183759,Er1Cr1O3,mp-19063,3,20
183760,H18W1C6,mp-1203177,3,200
52688,Ba1Ge1,mp-1730,2,4
183763,Li1Fe1Si1O4,mp-754842,4,14
52702,Eu1Ge1,mp-20712,2,4
52705,Ca1Mn1Sb2,mp-1205343,3,8
183790,B2C1N1,mp-1008527,3,4
183802,Co3Te1O6,mp-645717,3,60
52731,Bi1O2,mp-32548,2,3
52735,Rb1Bi1S2,mp-30041,3,4
183814,Nd1Eu1Cu1S3,mp-1191419,4,24
183815,Sm1Eu1Cu1S3,mp-1190656,4,24
183821,K1Li1Mo1O4,mp-1199453,4,168
52750,Ca1Cd1Ge1,mp-16258,3,9
183823,Cs2Ni2Mo3O12,mp-1203005,4,76
52755,Ca1Ge2Ir2,mp-16259,3,5
52758,Ca1Mn1Ge1,mp-20235,3,6
52759,Ca1Ge2Pd2,mp-16260,3,5
52760,Ca1Ge2Rh2,mp-16261,3,5
52761,Ca1Ge2Ru2,mp-19791,3,5
183835,Ba1Hf1Si3O9,mp-1194160,4,28
52764,Y1Cu2Ge2,mp-4520,3,5
183837,K2S1,mp-1022,2,3
52767,Nd1Ge2Ru2,mp-22397,3,5
52771,Gd1Ge2Pd2,mp-22181,3,5
183851,Cs1Nb1F6,mp-11980,3,8
183853,Ca5Al2Sb6,mp-8439,3,26
52787,Ca9Zn4Sb9,mp-21594,3,44
52791,Ca1Zn1Si1,mp-16266,3,6
52796,Cd1Cu1Sb1,mp-568800,3,3
52803,Li2Cd1Ge1,mp-10686,3,4
52810,Cd1In1S2,mp-20519,3,4
52813,Li1Cd1P1,mp-10687,3,3
52815,Li2Cd1Sb1,mp-16271,3,4
52830,Cd1Sb1,mp-1321,2,16
183911,Ba3Ga3N5,mp-1019515,3,44
52852,Ce1Fe4P12,mp-16272,3,17
183926,Ba2Cl1F3,mp-1018650,3,6
183927,Ba12Cl5F19,mp-560641,3,36
183928,Ba7Cl2F12,mp-23547,3,21
183931,Ba1Ti1B2O6,mp-11659,4,10
52859,Li2Ce1Ge1,mp-30042,3,8
52862,Ce1Ge2Pd2,mp-13467,3,5
52863,Ce1Ge2Pt2,mp-20110,3,5
183942,La1S1,mp-2350,2,2
183943,La1Se1,mp-1161,2,2
183944,La1Te1,mp-1560,2,2
183946,Ce1Se1,mp-2563,2,2
183947,Ce1Te1,mp-1525,2,2
183948,Eu1S1,mp-20587,2,2
52877,Ce1Si2Ir3,mp-571044,3,6
183949,Eu1Se1,mp-21009,2,2
183950,Eu1Te1,mp-542583,2,2
52898,Ce1Si2Ru3,mp-30043,3,6
183983,Ba2Mg1Si2O7,mp-1191311,4,24
183995,Ta1Cu3S4,mp-10748,3,8
184000,Na1Ge3P3,mp-1104707,3,14
184005,Nd1O1F1,mp-5634,3,6
184006,Eu1O1F1,mp-22338,3,6
184007,Gd1O1F1,mp-753721,3,6
184008,Tb1O1F1,mp-14093,3,6
184010,Dy1O1F1,mp-1072208,3,6
184011,Ho1O1F1,mp-1072114,3,6
184012,Er1O1F1,mp-1072193,3,6
52947,Dy1Co2Si2,mp-5976,3,5
52954,Fe2Co1Ge1,mp-30044,3,4
184032,Li1Ca1Al3,mp-1079781,3,10
52961,Ga2Co1S4,mp-4152,3,7
52966,Ho1Co2Ge2,mp-4415,3,5
52968,Mn1Co1Ge1,mp-21286,3,12
52972,Mn2Co3Ge1,mp-22702,3,12
184052,Ba1Hf1N2,mp-10322,3,8
52980,Nb9Co4Ge1,mp-505764,3,28
52983,Np1Co2Ge2,mp-22125,3,5
52984,Pr1Co2Ge2,mp-4810,3,5
52987,Tb2Co1Ge2,mp-1205305,3,10
52988,Tb1Co2Ge2,mp-3709,3,5
52991,U1Co2Ge2,mp-20776,3,5
52994,Zn1Co2Ge1,mp-19971,3,4
52996,Zr4Co7Ge6,mp-18135,3,17
52999,La1Co2Si2,mp-5526,3,5
53002,Mn1Co2Sb1,mp-5396,3,4
53012,Ta2Co1,mp-1102370,2,12
53016,Nb3Co1S6,mp-7116,3,20
53017,Nb3Co2Si1,mp-505627,3,24
53018,Nb2Co3Si1,mp-10366,3,12
