icsd_ids,formula,material_id,nelements,nsites
417772,H4C1N4O3,mp-1201465,4,96
417773,V1Ag1Se1O5,mp-557135,4,32
417774,V1Ag1Te1O5,mp-645743,4,32
417775,Al3Bi5I12,mp-645326,3,80
417776,Al3Bi5Br12,mp-645282,3,40
24563,V5S4,mp-1133,2,9
24564,V1S1,mp-1868,2,8
417781,Re3Se4O3,mp-1201505,3,80
24566,V3S4,mp-1081,2,7
155638,Ti1Ga4O8,mp-553991,3,13
24568,Be1Pb1F4,mp-672214,3,24
24573,Ba1Fe18O27,mp-566548,3,92
417790,Cs2Nb3Cl7O5,mp-1201406,4,34
417791,K2Nb3Cl7O5,mp-559790,4,34
24576,Ba3Fe26O41,mp-1201385,3,140
417793,Rb2Nb3Cl7O5,mp-558393,4,34
24579,As1Br3,mp-23317,2,16
24584,H2Se1,mp-24420,2,3
24586,Cu1S1,mp-558139,2,4
417803,La3Ag1Sn1Se7,mp-17155,4,24
417806,O5Mn2Sr2,mp-18798,3,18
24592,Si1Se2,mp-568264,2,6
24593,Hg5Cl2O4,mp-23358,3,22
24597,Pd1S6N2,mp-27722,3,36
155670,Al1Cl3,mp-25470,2,4
24599,K3P1S4,mp-17989,3,32
24600,Li7Si2,mp-27930,2,36
24601,V1S4N3,mp-1203341,3,32
24598,Ba5Si3,mp-669320,2,32
417819,Yb11In1Sb9,mp-570504,3,42
417827,Ce2Mo2C3,mp-13263,3,7
417828,Sm2Mo2C3,mp-13264,3,7
24613,La1I1O1,mp-30993,3,6
417829,In7Ge1Ir1O8,mp-558992,4,17
24611,La1Cl1O1,mp-23025,3,6
24618,B1P1S4,mp-27724,3,6
24619,Au1I1,mp-27725,2,8
417836,Sr1In4Ir1,mp-21901,3,12
24621,Pa1O1,mp-2735,2,2
417837,Sr1In8Rh2,mp-21756,3,44
417846,Li1B3H18N5,mp-604486,4,108
155703,H13C4N1F2,mp-554840,4,40
155704,H14C4N1F3,mp-601774,4,176
417848,Na3Zn1B5O10,mp-560158,4,76
155705,Zn1H2C2O4,mp-709039,4,108
24636,B5H9,mp-696597,2,14
417854,K2Na1B9O15,mp-558293,4,108
155712,Sr1P1Ir1,mp-12923,3,12
155717,Mg1B2H8,mp-571156,3,22
24645,S1O2,mp-27726,2,6
24646,Ag1Te4Au1,mp-3291,3,12
155722,Mg1B2C2,mp-3582,3,40
24652,Fe12N5,mp-27908,2,34
155725,Sr1Ta2Bi2O9,mp-23089,4,28
417870,Ga2Ni1Cl8,mp-580999,3,22
417871,Na1Al3Ni1Cl12,mp-568785,4,68
24656,Mg2B2O5,mp-560772,3,36
417873,Gd1Co1B4,mp-21230,3,24
417874,Rb1Ta1Ge1S5,mp-867823,4,16
417872,Al2Ni1Cl8,mp-605912,3,22
417875,Cs1Ta1Ge1S5,mp-865606,4,16
24660,Ca2Si1O5,mp-1182212,3,64
24657,Hg1Br1N1,mp-1063495,3,3
24662,Ni1C4O4,mp-1203274,3,72
24663,C1Cl2O1,mp-27727,3,32
155736,Nd1Ag1Sn1,mp-4808,3,6
24665,Ba1H2Cl2O7,mp-24421,4,24
155738,Nd1Sn1Au1,mp-5646,3,6
417883,Na12Sn1Ge8,mp-645945,3,168
417884,Na15Sn1Ge8P1,mp-569991,4,50
155734,Ca2Ni1W1O6,mp-556384,4,20
155746,Nd1Ni1O3,mp-22106,3,20
417890,Rb2Mn1V2O7,mp-19472,4,48
417892,K2Mn1V2O7,mp-18251,4,24
24678,Cs1S3,mp-1188913,2,16
24680,Th1B4,mp-542573,2,20
24682,Ce1B4,mp-1974,2,20
155757,Fe2W1,mp-20868,2,12
155761,Cd2Os2O7,mp-5950,3,22
417906,In3Pd5,mp-22146,2,16
417907,In1Pd2,mp-22646,2,12
417911,Sc1P1Pt1,mp-12480,3,12
24699,B1Rh2,mp-21502,2,12
417919,Cs1Ba1B3O6,mp-556936,4,66
24706,Hg2Br1N1,mp-23354,3,16
24709,N2O1,mp-1180473,2,12
417926,Sr1Gd2Co2O7,mp-573240,4,48
24710,Mg6Mn1O8,mp-19239,3,60
24714,I1Cl3,mp-27729,2,8
24715,Ba1S4O1,mp-1182185,3,24
24717,Zr2Si1,mp-1278,2,6
24721,Hf1H2,mp-27731,2,3
24724,K3U1O2F5,mp-6785,4,44
24725,O4Mg1U1,mp-7858,3,12
24726,K3U1F7,mp-13897,3,44
417942,Nb2Tl5S4Cl9,mp-555900,4,20
417943,Nb2Tl1P1S10,mp-560847,4,28
24728,K1V1O4,mp-1180691,3,24
155802,Nd1In5Rh1,mp-510564,3,7
155803,Tb1In5Rh1,mp-20635,3,7
24732,K1U1V1O6,mp-1181308,4,36
155805,Ho1In5Rh1,mp-12940,3,7
417946,K1Nb2P1S10,mp-542972,4,56
155804,Dy1In5Rh1,mp-20996,3,7
417952,In1As1F6,mp-22604,3,8
155807,Mg1H2,mp-23710,2,6
417954,Tl1As1F6,mp-555911,3,8
24739,Th1S1O6,mp-1197193,3,32
24740,K1Sb4F13,mp-560043,3,18
155814,Na1Mg1F3,mp-2955,3,20
417959,Na3Mg1B5O10,mp-683990,4,152
24742,K2Sb1F5,mp-3379,3,16
155817,Cs2Ag1F4,mp-510565,3,14
417958,Na3Ca1B5O10,mp-542719,4,76
417963,Ba3V4Pb1O14,mp-561403,4,44
24744,U1S1O6,mp-1203072,3,32
24749,Ce1S1O6,mp-1203647,3,32
417966,Ca10Al6Ge9,mp-570487,3,50
24751,Sb1Cl1O1,mp-504662,3,36
417968,Sr3Al2Ge4,mp-571216,3,9
155822,Pr1P12Ru4,mp-4341,3,17
417971,Fe2B1O4,mp-20302,3,28
155831,Cr1O2,mp-19177,2,6
24759,Sb4I1O6,mp-1192087,3,22
24761,Ce3S3O16,mp-1202383,3,44
24762,Ti1S1O6,mp-1196949,3,32
155833,Ti1Cl1O1,mp-22992,3,6
24764,Sr1O6,mp-1179128,2,14
155834,Y1Co1O3,mp-1288734,3,20
24760,Sb4Br1O6,mp-1192299,3,22
155840,Fe9Co7,mp-601842,2,16
24768,Cr1Br3,mp-27734,2,8
155842,Fe11Co5,mp-601848,2,16
155843,Fe3Co1,mp-601820,2,4
155844,Fe13Co3,mp-641526,2,16
155845,Fe7Co1,mp-1080603,2,8
417990,Zn5B4Rh8,mp-569759,3,17
155847,Cr3O8,mp-545796,2,11
24776,Ba1O6,mp-1182169,2,14
155846,Fe15Co1,mp-18695,2,16
155850,Li1Cr3O8,mp-554940,3,24
24779,Ba1O4,mp-1182433,2,20
155852,Cu4Te5Cl4O12,mp-558364,4,50
24774,Hg1O2,mp-557266,2,12
24782,Ag2P1S3,mp-558469,3,72
24775,Sr1O10,mp-1179224,2,22
24784,B1H2O1F3,mp-707009,4,28
418001,Hg3Se4O5,mp-558456,3,24
24786,Ga1Sb1Cl6,mp-27735,3,32
418003,Te3Pd4Br4,mp-638749,3,22
418009,La2P1Br2,mp-570988,3,5
418010,La2P1I2,mp-571647,3,5
24795,Fe2Te1O6,mp-21437,3,18
24794,Cr2Te1O6,mp-21355,3,18
418013,La4Mg1Ru1,mp-605878,3,24
418014,Pr4Mg1Ru1,mp-605873,3,24
418015,Nd4Mg1Ru1,mp-605835,3,24
24799,Cr1Ag1Se2,mp-3532,3,4
24801,Si1As2,mp-21268,2,12
24797,Cr1Ag1S2,mp-4182,3,8
24805,Rb2Sn1O2,mp-27931,3,20
24806,Bi2W3C15O15,mp-705040,4,70
24807,Zr1I2,mp-570506,2,12
24808,Re2P5,mp-27736,2,28
418027,Hf1Ge1Pd1,mp-17746,3,18
418029,V4Hg1O10,mp-554760,3,30
24815,Bi1P3Pb4O13,mp-559583,4,84
24816,Rb2Sn2O3,mp-7863,3,7
418033,Nd3Se1Br1N2,mp-605821,4,28
24819,Na5Nb1O5,mp-5477,3,22
24821,Ga1I2,mp-570738,2,36
24822,Ga2I3,mp-636675,2,20
155896,Pr1Mn1O3,mp-22564,3,20
24831,Te2P1O7,mp-1198178,3,40
24832,P2W3O13,mp-27738,3,72
24833,As2S2O9,mp-1197011,3,52
418050,Pu1Se2O6,mp-555672,3,36
155904,Mn1Cu2Sn1Se4,mp-22400,4,8
24834,Ti1H8N2F6,mp-696590,4,17
24837,Nd1Re1Mo1O8,mp-687204,4,44
418054,Ce3Si1Ag1Se7,mp-18071,4,24
418055,Nd3Si1Ag1Se7,mp-17827,4,24
24840,Cs3Np1Cl4O2,mp-23636,4,20
418058,Pr3Si1Ag1Se7,mp-17389,4,24
418059,La3Si1Ag1Se7,mp-6485,4,24
24844,Na1Np2F9,mp-27740,3,48
155917,La1As1O4,mp-4917,3,24
418061,Nb1I1O2,mp-557685,3,16
24847,Ca2Mn3O8,mp-18893,3,13
155920,Sc1As1O4,mp-546125,3,12
155919,Ho1As1O4,mp-12944,3,12
155918,Nd1As1O4,mp-556843,3,24
155928,Co1Si1,mp-22746,2,2
155929,Ca19In8N7,mp-642331,3,34
418074,Cu7P12S9Cl7,mp-554511,4,70
24859,Rb1In1W2O8,mp-504667,4,12
418076,Cu1P4S3I1,mp-554724,4,36
418077,Cu3P4S3I3,mp-559307,4,52
418075,Cu3P8S6Cl3,mp-559558,4,80
155930,Sr19In8N7,mp-641775,3,34
418080,Tb2Co2I1,mp-567614,3,10
155937,Ce3Cu1Sn1S7,mp-510567,4,24
24866,Na2Zr1Si2O7,mp-558191,4,24
155939,Pr3Cu1Sn1S7,mp-560014,4,24
155940,Sm3Cu1Sn1S7,mp-558042,4,24
155938,Nd3Cu1Sn1S7,mp-560300,4,24
155941,Gd3Cu1Sn1S7,mp-556782,4,24
418084,Na4Mg3P4O15,mp-1020162,4,104
418088,Nb1I3O1,mp-546285,3,10
155944,Ho3Cu1Sn1S7,mp-554553,4,24
155942,Tb3Cu1Sn1S7,mp-554781,4,24
155943,Dy3Cu1Sn1S7,mp-561499,4,24
155949,Sr2Ni1Te1O6,mp-18908,4,40
24883,U1N1Cl1,mp-23019,3,6
155955,Ca1Ga2O4,mp-4959,3,28
418109,La4B14O27,mp-645962,3,90
24903,Cs2W1O4,mp-1193656,3,28
155976,Na2P1H1O3,mp-556699,4,28
155977,Cs2K1Y1F6,mp-6059,4,10
418123,Pr10B9C12,mp-567719,3,124
418124,Nd10B9C12,mp-571244,3,124
155982,La3Si2Rh3,mp-601852,3,32
155984,La1Mg1Cu2,mp-12947,3,8
155985,La1Mg2Cu9,mp-510643,3,24
155987,Ca1H2,mp-23713,2,12
155988,Sr1H2,mp-23714,2,12
155989,Ba1H2,mp-23715,2,12
155990,Zn3Ru1,mp-1380,2,8
418133,Ca1Ni4Sn2,mp-510484,3,14
418131,Sr1Ni4Sn2,mp-18127,3,14
24921,Cs2Na1In1F6,mp-13898,4,10
24930,Hg1Pt3,mp-1066522,2,4
24931,Cd1Pt3,mp-1067236,2,4
156006,Li1Mo1I1O6,mp-558917,4,18
418152,Eu1As2Pt2,mp-1078722,3,10
418159,Pd1Se8Cl2,mp-567437,3,44
418160,Pd1Se6Br2,mp-568146,3,9
156018,Mg1Ni3B2,mp-571428,3,18
418162,Cr2B2Ir1,mp-569911,3,20
418178,Sr1In4Ni1,mp-20479,3,12
418179,Sr1In4Pd1,mp-19991,3,12
418180,Sr1In4Pt1,mp-21124,3,12
24966,U1F3,mp-18299,2,24
418184,V2Cd4Te3O15,mp-559685,4,96
418186,Ce1In1Pt1,mp-640922,3,9
24975,Na2U1Si1O6,mp-560004,4,80
156051,V2O5,mp-510568,2,14
24979,Sm1Co1B5O10,mp-19489,4,68
24981,Gd1O1,mp-7870,2,2
418202,Ca2In1Pd2,mp-20792,3,10
418203,Ca2In1Pt2,mp-21885,3,10
156063,Yb2Cd1Pd2,mp-4663,3,10
156065,Mn3P6Pd20,mp-5979,3,29
418211,Rb1Er3F10,mp-555932,3,56
156068,Er1Fe4Ge2,mp-3501,3,14
418214,La1Mg4Cu1,mp-567932,3,18
418215,Tb1Mg4Cu1,mp-567690,3,24
25000,Li2O2Ni1,mp-19183,3,5
25002,Sr1Cu2O2,mp-13900,3,10
25004,K2Cd1O2,mp-27742,3,20
25009,Tl1N3,mp-870,2,8
25010,Mn1Sn1F6,mp-20096,3,8
418227,Dy1P2Pt8,mp-568782,3,11
25012,Zn1Sn1F6,mp-13903,3,8
156085,Dy6Fe1Sb2,mp-4189,3,9
25014,Co1Sn1F6,mp-561319,3,8
25011,Fe1Sn1F6,mp-19883,3,8
25015,Ni1Sn1F6,mp-560023,3,8
25016,Cu1Sn1F6,mp-13906,3,8
25018,Na2Pt1O2,mp-22313,3,5
25019,Na2Pt1O3,mp-557450,3,24
25017,Cd1Sn1F6,mp-13907,3,8
25021,Fe2Te4O11,mp-30995,3,68
418239,Ca3In1Au3,mp-606503,3,28
25024,K1Bi1F6,mp-504669,3,32
418240,Na1Sm3Si1S7,mp-12485,4,24
25026,As1Cl2F3,mp-23444,3,24
25027,K2Se1S2O6,mp-560223,4,44
156100,Mg1Al2Si2,mp-3833,3,5
25023,Bi1F5,mp-27743,2,6
25033,Sn1P1O4,mp-1179348,3,24
418250,K2P1O4,mp-555840,3,28
25035,Cs1Nb6I11,mp-570455,3,36
156105,In1As1,mp-641533,2,12
25034,Sn1P1O3,mp-1095139,3,10
418253,K3Bi5P6O24,mp-565692,4,76
418254,Ba1Cr4S7,mp-557882,3,48
418257,K4Ge1S4,mp-556627,3,72
418258,K4Ge1Se4,mp-568847,3,72
418265,Er4In1Ir1,mp-567685,3,24
418266,Gd4In1Ir1,mp-1192794,3,24
418269,Tb4In1Ir1,mp-604378,3,24
156126,Ga1Ag1S2,mp-5342,3,8
418270,Ho4In1Ir1,mp-567479,3,24
156127,Ga1Ag1Se2,mp-5518,3,8
156129,In1Ag1S2,mp-19833,3,8
156128,Ga1Ag1Te2,mp-4899,3,8
418279,Tb1Cl2F1,mp-560119,3,8
109188,Dy1Ta1O4,mp-557914,3,12
156148,Cr21Mo2C6,mp-641573,3,29
156149,Cr21W2C6,mp-641575,3,29
156150,Fe21Mo2C6,mp-641587,3,29
156151,Fe21W2C6,mp-641595,3,29
156155,Mg3V2O8,mp-19034,3,26
418307,K5Ag1S6O9,mp-1201842,4,84
418312,Na8H10S8O17,mp-1204006,4,172
418314,Si1Ag4O4,mp-556164,3,18
156172,Mo1Pb3Cl2O5,mp-557563,4,22
25104,Co6Te5O16,mp-562042,3,108
25109,Sb1As1P1Cl13,mp-569209,4,32
25110,Nb1As1P1Cl13,mp-570225,4,32
25111,Ta1As1P1Cl13,mp-672248,4,32
25114,Re1I3,mp-573815,2,24
418334,Bi6Pt1Cl10,mp-570417,3,136
418335,Bi6Pt1Br10,mp-583499,3,136
418336,Na1I3O8,mp-559065,3,24
25123,Cs4Pb1Cl6,mp-1190733,3,22
156200,Mg2Si3O9,mp-1203861,3,112
418356,Li1W6C1Cl18,mp-571612,4,52
418357,Na1W6C1Cl18,mp-567182,4,52
156217,Mg1Ti1O3,mp-3771,3,10
418372,V1Cu3O4,mp-510657,3,8
156236,Si1Sn6O8,mp-556100,3,30
156238,Cu6Ge1W1S8,mp-557225,4,32
418384,Pr4C2Cl5,mp-570498,3,11
418385,Ni1B2O4,mp-555102,3,28
418387,Sr10Al4Si6O1,mp-556496,4,21
418388,Sr13Al6Si8O1,mp-581263,4,28
156245,Cs1Ce1Cu1S3,mp-510569,4,12
156246,K1U1Cu1Se3,mp-582421,4,12
418403,Dy2B4C1,mp-568541,3,7
418406,Pr1S2,mp-17329,2,24
156263,Ti1Ga1Pt1,mp-22662,3,6
418408,Ce4C2Br5,mp-574262,3,11
156265,Hf1Ga1Au1,mp-12952,3,6
418410,La4C2Cl5,mp-569637,3,11
156266,Zr1Al1Pt1,mp-567927,3,18
156268,Hf1Ga1Pt1,mp-571609,3,18
156267,Hf1Al1Pt1,mp-571619,3,18
156264,Zr1Ga1Au1,mp-12951,3,6
156269,Hf1Ga1Pd1,mp-20381,3,18
418409,La4C2Br5,mp-569873,3,11
156274,Ce3Cu1Si1S7,mp-558375,4,24
156275,Nd3Cu1Si1S7,mp-556975,4,24
156276,Pr3Cu1Si1S7,mp-555893,4,24
156277,Sm3Cu1Si1S7,mp-554097,4,24
156278,Tb3Cu1Si1S7,mp-560501,4,24
418423,Ba1N3Cl1,mp-569812,3,10
156280,Er3Cu1Si1S7,mp-558980,4,24
156281,La3Cu1Si1Se7,mp-568082,4,24
156279,Dy3Cu1Si1S7,mp-557998,4,24
156283,Pr3Cu1Si1Se7,mp-568801,4,24
156284,Nd3Cu1Si1Se7,mp-641534,4,24
156285,Sm3Cu1Si1Se7,mp-570045,4,24
156286,Gd3Cu1Si1Se7,mp-641576,4,24
156287,Tb3Cu1Si1Se7,mp-568779,4,24
156288,Dy3Cu1Si1Se7,mp-569557,4,24
156282,Ce3Cu1Si1Se7,mp-571472,4,24
418434,Cs2P1Se5,mp-569060,3,16
156291,Er1Cu1S2,mp-559826,3,16
156301,Tm1Ag1Te2,mp-12953,3,4
156302,Ca1N2O10,mp-1200135,3,52
156305,Ba4Nd1Mn3O12,mp-555245,4,20
156306,U4Ga12Fe1,mp-642477,3,17
156307,U4Ga12Co1,mp-641621,3,17
156308,U4Ga12Rh1,mp-570928,3,17
156309,U4Ga12Pd1,mp-641564,3,17
418452,Sr4Br6O1,mp-556049,3,22
156311,Be1Al1H5,mp-23719,3,14
418456,Ba7Na5Li3N3,mp-567157,4,36
156313,Ca1Al1H5,mp-601881,3,56
418455,Ba14Na11Li5N6,mp-645700,4,36
418459,Sn4P2O9,mp-561545,3,60
418457,Ba14Na14Li1N6,mp-645662,4,35
418458,Sn5P2O10,mp-560715,3,34
156315,Sr1Al1H5,mp-568450,3,28
156319,Nd1Cr1O3,mp-19269,3,20
418464,Ba2U1Cu2S5,mp-555358,4,10
418474,Sc1Tl1S2,mp-13312,3,8
418475,Sc1Tl1Se2,mp-13313,3,4
418476,Sc1Tl1Te2,mp-13314,3,4
156338,Ge3N4,mp-476,2,14
418483,La4B4Cl5,mp-569894,3,13
418486,Ta1I5,mp-570679,2,48
418487,Cs1Ta1I6,mp-606510,3,16
418491,Na1Sr3Ta1O6,mp-13042,4,22
418493,Na1Sr3Nb1O6,mp-6361,4,22
156362,Mg2Al4Si5O18,mp-6174,4,58
156365,La1Ti1O3,mp-22013,3,20
156366,Cu2Hg2S1F6,mp-6820,4,22
25301,K4Sn23,mp-13909,2,54
156374,Ca1Mn4Cu3O12,mp-510570,4,20
156375,Ca1Ti4Cu3O12,mp-22592,4,20
25302,Cs2Mo1S3O1,mp-1194448,4,28
418523,Y1Zn1P1O1,mp-12509,4,8
25307,Sr3Li4Sb4,mp-540803,3,11
418524,Gd1Zn1P1O1,mp-545506,4,8
418525,Sm1Zn1P1O1,mp-550820,4,8
156383,Ta4Al1C3,mp-3802,3,16
418526,Dy1Zn1P1O1,mp-549728,4,8
25311,Ba1Mg2Si2,mp-7875,3,5
156386,Cr3H1O8,mp-602355,3,24
25312,Ba1Mg2Ge2,mp-7876,3,5
25313,Sr1Cu2Si2,mp-7877,3,5
418533,Sm1Se1Cl1O3,mp-554063,4,24
25315,Ca1Cu2Ge2,mp-4441,3,5
25316,Ca1Ag2Ge2,mp-7878,3,5
25317,Sr1Ag2Ge2,mp-7879,3,5
418534,Eu1Se1Cl1O3,mp-639138,4,24
418535,Gd1Se1Cl1O3,mp-556551,4,24
418536,Tb1Se1Cl1O3,mp-554903,4,24
25321,Na3Y1N6,mp-1106331,3,20
418541,Yb1Se1Cl1O3,mp-672688,4,24
418537,Dy1Se1Cl1O3,mp-558257,4,24
25323,Li1Ca2Ge3,mp-504670,3,24
156392,Ce1Cu1Si1,mp-22740,3,6
25322,Li1Ca2Si3,mp-20150,3,24
418540,Tm1Se1Cl1O3,mp-558516,4,24
418542,Sr3Se3Cl2O8,mp-554805,4,64
25328,Li1Ca1Ge2,mp-13917,3,16
25327,Li1Ca1Si2,mp-13916,3,16
25330,Sr1Si2Ag2,mp-7880,3,5
418546,Ce1Zn1Pt1,mp-12504,3,12
25332,Ba1Ag2Sn2,mp-7882,3,5
156409,Ca2Ru2O7,mp-554638,3,22
156410,Gd1P5O14,mp-558487,3,80
25334,Sr1Ge2Au2,mp-13918,3,5
25333,Ca1Ge2Au2,mp-7883,3,5
156413,Cu1B1S2,mp-12954,3,8
25336,Sr1Al2Pb2,mp-20872,3,5
25337,Ca1Be2Ge2,mp-31209,3,10
25338,Ba1Mg2Pb2,mp-20452,3,10
418555,Bi20Pt3Br36,mp-568819,3,59
418556,Bi20Pt3I36,mp-1197111,3,59
418558,V2Zn3Te1O10,mp-554700,4,64
418560,Er14In3Pd3,mp-571580,3,80
25346,Na1In1Te2,mp-22483,3,8
25347,K1In1Te2,mp-19851,3,8
25350,Li6U1O6,mp-8609,3,13
25351,Ba2Ge1,mp-13922,2,12
156419,Ho1Ag1Se2,mp-12955,3,16
418567,Y4In1Ir1,mp-672679,3,24
25356,Al1Ag1S2,mp-7885,3,4
25357,Sn1P1S3,mp-13923,3,20
156433,K2La1Nb5O15,mp-559549,4,46
25363,Rb1Bi3S5,mp-1179754,3,36
156436,Pr2Ir2O7,mp-558448,3,22
156437,Eu2Ir2O7,mp-641683,3,22
25366,Cs2Rb1Y1F6,mp-7886,4,10
418582,Dy1Ag1Sn1,mp-21198,3,6
418581,Ho1Ag1Sn1,mp-4311,3,6
25368,Cs2Na1Y1F6,mp-13925,4,10
25369,Rb2Na1Y1F6,mp-13926,4,10
418588,Tb2Eu1Se4,mp-646337,3,28
418589,Eu1Dy2Se4,mp-645690,3,28
418590,Eu1Er2Se4,mp-1193984,3,28
418592,Eu1Lu2Se4,mp-645692,3,28
418593,Eu1Tm2Se4,mp-542964,3,28
25378,V2Mo1O8,mp-546989,3,11
418594,Yb2Eu1S4,mp-1194516,3,28
156452,La1Co1O3,mp-19051,3,10
25379,U1V2O8,mp-686936,3,44
418595,Yb2Eu1Se4,mp-645707,3,28
25382,Na2Ge2S5,mp-18568,3,36
25385,Li1Bi1O2,mp-1205315,3,8
25388,Na6Ge2S7,mp-27752,3,30
418604,Cd1H4N8,mp-604337,3,104
156464,Yb1Fe4P12,mp-12956,3,17
156465,Li2B1Pd3,mp-20657,3,24
156466,Li2B1Pt3,mp-20234,3,24
156467,La1Co9Si4,mp-568056,3,28
418610,Ba1Zn5,mp-303,2,12
25394,Ba2Eu1Re1O6,mp-504674,4,10
418614,Ca1Zn5,mp-1734,2,6
25395,Ba2Tb1Re1O6,mp-13931,4,10
156468,Sm1Sb12Os4,mp-569082,3,17
25393,Ba2Sm1Re1O6,mp-13929,4,10
25398,Ba2Tm1Re1O6,mp-13934,4,10
156470,Nd1Sb12Os4,mp-3569,3,17
25400,Sr2Gd1Re1O6,mp-13936,4,10
25399,Ba2Yb1Re1O6,mp-13935,4,10
25402,Sr2Dy1Re1O6,mp-13938,4,10
418618,Be1B2C2,mp-569299,3,20
25404,Sr2Y1Re1O6,mp-7889,4,10
25405,Sr2Er1Re1O6,mp-13939,4,10
25406,Sr2Tm1Re1O6,mp-13940,4,10
25407,Sr2Yb1Re1O6,mp-13941,4,10
418627,Li1Si1B6,mp-973391,3,32
156482,Zn1W1O4,mp-18918,3,12
418632,Na1Ca1P3O9,mp-1020683,4,28
418633,Na1Sr1P3O9,mp-1020657,4,28
418634,Ce4Ge3S12,mp-606703,3,38
156491,Ce1Mn1Ni4,mp-5951,3,6
418635,Nd4Ge3S12,mp-560086,3,38
418644,Lu4Mo4O11,mp-558119,3,76
418645,Na3Ga3Te2O12,mp-556143,4,80
418649,Ti9Fe2B8Ru18,mp-684003,4,74
418670,Na1Cr1F6,mp-646192,3,32
418672,K1Cr1F6,mp-20076,3,8
418673,Rb1Cr1F6,mp-554311,3,8
418674,Rb1Cr1F5,mp-559677,3,28
156530,Ca3Fe2Si3O12,mp-6672,4,80
418677,Na2Cr1H2F8,mp-973225,4,13
418678,K2Cr1H2F8,mp-866709,4,26
156537,Ca3Sc2Si3O12,mp-6255,4,80
418700,Ag1As1Se3F6,mp-1191037,4,22
418701,Ag1Sb1Se2F6,mp-1202255,4,60
418710,Tc1S1O6F1,mp-561392,4,36
418712,Ce1Zn1Au1,mp-13549,3,12
25501,U1N1Cl1,mp-23019,3,6
418726,P4Pt1F12,mp-555863,3,17
25511,Na2Hg1O2,mp-4961,3,5
25513,Cs2Hg1O2,mp-7232,3,5
25514,Rb2Hg1O2,mp-5072,3,5
25519,W1Cl4O1,mp-27754,3,6
25521,Ba1Pb1F6,mp-19799,3,8
25522,Ca1Pb1F6,mp-20463,3,8
418739,Fe5B6O18,mp-1198168,3,58
418743,Tb4Mg1Ir1,mp-567351,3,24
418744,Nd4Mg1Ir1,mp-567342,3,24
25529,Cs2O2,mp-7896,2,4
418746,La4Mg1Ir1,mp-570078,3,24
25535,Be4B1,mp-27757,2,10
418755,Pr3C1Cl5,mp-571490,3,36
25540,Na1Sb1O3,mp-20011,3,20
25542,Ca1H1Br1,mp-24422,3,6
25543,Sr1H1Br1,mp-24423,3,6
25544,Ba1H1Br1,mp-24424,3,6
25545,Ca1H1I1,mp-24204,3,6
156618,Fe1S1,mp-2779,2,24
25547,Ba1H1I1,mp-23862,3,6
25548,Ta1Sb1O4,mp-1205391,3,24
418765,Ba38Na58Li26N1,mp-570185,4,123
25550,K3P1,mp-7897,2,8
25551,Rb3As1,mp-7898,2,8
418766,Ba38Na58Li26H1,mp-1202832,4,123
156625,Ca5Si2C1O11,mp-6796,4,76
25554,Ba2Zn1S3,mp-5587,3,24
25555,Ba1Cd1O2,mp-7899,3,16
25557,Na1In1S2,mp-20289,3,4
25558,Na1In1Se2,mp-22473,3,4
418777,K2Bi1F5,mp-561290,3,32
156636,Cu1Bi5Pb1S9,mp-642316,4,64
25565,Li3Al1N2,mp-13944,3,48
25566,Li3Ga1N2,mp-3887,3,48
25571,Sb1S1Br1,mp-22971,3,12
25572,Sb1S1I1,mp-23041,3,12
156643,Fe1Ag1S2,mp-5058,3,8
25574,Bi1S1Br1,mp-23324,3,12
156646,Ba1U1Ti1O6,mp-560110,4,36
25576,K1P1F6,mp-18684,3,32
418796,Nb2Tl5S4Br9,mp-558099,4,20
25581,Ti1N2Cl6,mp-1079299,3,9
156655,Pb8Cl4O7,mp-1203866,3,76
418802,Al1In1I4,mp-571260,3,24
418803,In1Ga2Cl7,mp-571379,3,40
418805,Cu1P10,mp-606644,2,44
25596,Nb1F3,mp-1795,2,4
25597,Rb2Zr1F6,mp-13946,3,9
25598,Cs2Zr1F6,mp-7903,3,9
25599,Rb2Hf1F6,mp-13947,3,9
25600,Cs2Hf1F6,mp-13948,3,9
25601,Ca1H1Cl1,mp-23859,3,6
25602,Sr1H1Cl1,mp-23860,3,6
25603,Ba1H1Cl1,mp-23861,3,6
418820,Dy6H40N8O49,mp-1196453,4,103
25605,Cd1P4,mp-7904,2,10
418822,Ho6H40N8O49,mp-1199465,4,103
25617,Na2Zn2O3,mp-8086,3,14
25618,Na5Al3F14,mp-4752,3,44
25619,K1H2N1,mp-24428,3,8
25620,Rb1N1,mp-1064529,2,4
25620,Rb1N1,mp-1066707,2,4
25621,Zr1Se3,mp-1683,2,8
25622,Ce3Si2Ni6,mp-510324,3,22
25624,Cr1Ag1O2,mp-19378,3,8
156699,Na1Ga1Si2O6,mp-6822,4,20
25629,Sr1Pb1F6,mp-504677,3,16
418845,Cr2Mo3O12,mp-647862,3,68
156705,Ba1Si1O3,mp-12958,3,15
418849,Cs2Hg27,mp-568335,2,87
25634,Al2Cd1S4,mp-5928,3,7
25635,Al2Hg1S4,mp-7906,3,7
418852,Ca1Ni1Ge1,mp-1077470,3,6
418853,Mg1Co1Ge1,mp-1018808,3,6
418854,Y2Te4O11,mp-684017,3,34
25639,Al2Zn1Te4,mp-7908,3,7
25640,Al2Cd1Te4,mp-7909,3,7
